mlbam,fangraphs,bbref,retro,last,first,birthYear
116239,1006112,hoylete01,hoylt101,Hoyle,Tex,1921
116576,1006440,johnsda02,johnd105,Johnson,Davey,1943
553988,11472,machadi01,machd001,Machado,Dixon,1992
120468,1010231,peterji01,petej101,Peterson,Jim,1908
114959,1004866,goodwji01,goodj102,Goodwin,Jim,1926
117396,1007242,lacyke01,lacyk001,Lacy,Kerry,1972
115095,1005014,greenty01,greet002,Green,Tyler,1970
111959,1001915,cannich01,cannc101,Cannizzaro,Chris,1938
117260,1007109,koppme01,koppm101,Kopp,Merlin,1892
115924,1005803,hildege01,hildg101,Hildebrand,George,1878
113804,1003735,elliocl01,ellic101,Elliott,Claude,1876
668683,19981,walkeje02,walkj002,Walker,Jeremy,1995
121630,1011378,salazlu01,salal001,Salazar,Luis,1956
119035,1008845,midkidi01,midkd101,Midkiff,Dick,1914
150397,1001053,blankma01,blanm001,Blank,Matt,1976
119774,1009554,nichobi01,nichb101,Nicholson,Bill,1914
123310,1013034,thoneja01,thonj101,Thoney,Jack,1879
500207,7515,solanjh01,solaj002,Solano,Jhonatan,1985
112552,1680,coneda01,coned001,Cone,David,1963
119161,1008968,milstge01,milsg101,Milstead,George,1903
121277,1011029,roberda03,robed108,Roberts,Dave,1933
150347,1170,matthmi01,mattm001,Matthews,Mike,1973
111290,1001252,bowerbr01,boweb001,Bowers,Brent,1971
114278,1004194,foileha01,foilh101,Foiles,Hank,1929
573027,9423,mcguich01,mcguc001,McGuiness,Chris,1988
119903,1009700,o'bripe03,obrip001,O'Brien,Pete,1958
115287,1005179,hackeme01,hackm101,Hackett,Mert,1859
124497,1014178,woerljo01,woerj101,Woehrlin,Oscar,1871
112043,1002001,carroed01,carre101,Carroll,Ed,1907
111845,1001802,bystrma01,bystm001,Bystrom,Marty,1958
117054,1006907,killere01,killr101,Killefer,Red,1885
594736,12799,anderco01,andec002,Anderson,Cody,1990
408107,203,nelsobr01,nelsb001,Nelson,Bry,1974
117513,1007356,larosha01,laroh101,LaRoss,Harry,1888
817300,,shankha02,shanh103,Shanks,John,1900
115123,1005027,greifbi01,greib101,Greif,Bill,1950
115908,1005788,higgide01,higgd101,Higgins,Dennis,1939
430906,4704,murphdo01,murpd004,Murphy,Donnie,1983
116262,1006135,hudsoha01,hudsh101,Hudson,Hal,1927
116648,1006446,johnsdo01,johnd107,Johnston,Doc,1887
600526,14957,torrejo02,torrj001,Torres,José,1993
121546,1011295,ruffijo01,ruffj001,Ruffin,Johnny,1971
622250,18323,sborzjo01,sborj002,Sborz,Josh,1993
650619,17109,vilorme01,vilom001,Viloria,Meibrys,1997
123931,1013610,wardejo01,wardj101,Warden,Jon,1946
237796,674,willije02,willj002,Williams,Jeff,1972
123235,1012962,thomaan01,thoma001,Thomas,Andres,1963
606996,19646,hartky01,hartk002,Hart,Kyle,1992
122777,1012520,stewafr01,stewf101,Stewart,Frank,1906
119991,1009776,olivefr01,olivf001,Oliveras,Francisco,1963
817495,,robinjo01,,Robinson,Johnny,1905
120098,1009880,ostenfr01,ostef102,Ostendorf,Fred,1892
119494,1009297,mullejo01,mullj104,Mullin,John,1856
114867,1004779,glenned02,glene101,Glenn,Ed,1875
117601,525,leede02,lee-d002,Lee,Derrek,1975
112871,1002812,crottjo01,crotj101,Crotty,Joe,1859
608597,14388,guzmaro01,guzmr001,Guzmán,Ronald,1994
816551,,willimo01,willm108,Williams,Morris,
459431,9981,saundmi01,saunm001,Saunders,Michael,1986
457581,2365,brackan01,braca001,Brackman,Andrew,1985
123133,1012869,tayloed01,tayle102,Taylor,Ed,1877
820736,,allencl01,allec102,Allen,Cliney,1910
117271,1007119,kosloke01,koslk001,Koslofski,Kevin,1966
110942,1000913,bertedi01,bertd101,Bertell,Dick,1935
816533,,williji05,willj117,Willis,Jim,1906
120146,1009927,oxleyhe01,oxleh101,Oxley,Henry,1858
232694,719,blakeca01,blakc001,Blake,Casey,1973
120812,1010577,putnapa01,putnp001,Putnam,Pat,1953
114149,1004071,fischru01,fiscr101,Fischer,Rube,1916
120851,1010615,quinore01,quinr001,Quiñones,Rey,1963
123644,1013355,vangiel01,vange101,Vangilder,Elam,1896
820744,,alexach01,alexc101,Alexander,Chuffie,1902
117483,1007326,lanieri01,lanir101,Lanier,Rimp,1948
519326,7836,strichu01,strih001,Strickland,Hunter,1988
820559,,beada01,bea-d101,Bea,Darius,1913
114473,1004389,fulghjo01,fulgj101,Fulgham,John,1956
112256,1002205,chouife01,chouf101,Chouinard,Felix,1887
118346,1008175,martijo01,martj108,Martin,Joe,1876
119826,1009621,nolteer01,nolte001,Nolte,Eric,1964
609280,15878,andujmi01,andum001,Andújar,Miguel,1995
120914,1010675,ramosbo01,ramor001,Ramos,Bobby,1955
434338,2384,dillojo02,dillj001,Dillon,Joe,1975
110006,1000006,abbeybe01,abbeb101,Abbey,Bert,1869
119773,1009566,nichopa01,nichp101,Nicholson,Parson,1863
120222,1010011,parkji01,parkj102,Park,Jim,1892
453056,4727,ellsbja01,ellsj001,Ellsbury,Jacoby,1983
118320,1008144,marshmi01,marsm101,Marshall,Mike,1943
124178,1013878,whiteja01,whitj105,White,Jack,1878
116835,1006689,kaneje01,kanej101,Kane,Jerry,1865
116335,1006203,hunteji01,huntj001,Hunter,Jim,1964
435458,4524,chicktr01,chict001,Chick,Travis,1984
435038,3366,hernaan01,herna003,Hernández,Anderson,1982
818634,,kemped01,kempe101,Kemp,Ducky,
113745,1003679,edmonge01,edmog101,Edmondson,George,1896
111442,1001406,breweji01,brewj102,Brewer,Jim,1937
818729,,johnsra06,johnr109,Johnson,Ray,
120451,8607,petagro01,petar001,Petagine,Roberto,1971
449820,5618,rosalle01,rosal001,Rosales,Leo,1981
115483,1005370,harmabi01,harmb102,Harman,Bill,1919
701350,31812,anthoro01,anthr001,Anthony,Roman,2004
150414,412,westbja01,westj001,Westbrook,Jake,1977
117031,1006884,keupphe01,keuph101,Keupper,Henry,1887
115204,1005102,grubbha01,grubh102,Grubb,Harvey,1890
113822,1003748,ellisge01,ellig101,Ellison,George,1897
668853,25425,shentau01,shena001,Shenton,Austin,1998
112174,1002118,chambbi02,chamb103,Chamberlain,Bill,1909
115933,1005811,hilldo01,hilld001,Hill,Donnie,1960
121709,1011458,sauered01,sauee101,Sauer,Ed,1919
119173,1008980,minnepa01,minnp101,Minner,Paul,1923
677944,27500,ceccosl01,ceccs001,Cecconi,Slade,1999
119887,1009680,o'bermi01,oberm001,O'Berry,Mike,1954
111219,1001188,boonelu01,boonl101,Boone,Luke,1890
808959,,murakmu01,,Murakami,Munetaka,2000
111948,1001904,canatwi01,canaw001,Cañate,Willie,1971
607320,13688,merriry01,merrr001,Merritt,Ryan,1992
112951,1002886,currasa01,currs101,Curran,Sammy,1874
117389,1007235,lachere01,lachr101,Lachemann,Rene,1945
114090,1004013,ferriho01,ferrh101,Ferris,Hobe,1874
605482,16106,sneedcy01,sneec001,Sneed,Cy,1992
111905,1001860,camildo01,camid102,Camilli,Dolph,1907
112522,1002446,collibi02,collb101,Collins,Bill,1882
123279,1013004,thompdo01,thomd102,Thompson,Don,1923
117580,1007426,leachri01,leacr001,Leach,Rick,1957
817182,,smithjo10,smitj112,Smith,Johnny,1917
114046,1003967,fehridu01,fehrb101,Fehring,Dutch,1912
114379,1004295,frankch01,franc101,Frank,Charlie,1870
115897,1005775,hickmje01,hickj104,Hickman,Jesse,1939
592130,11388,barneda02,barnd002,Barnes,Danny,1989
607625,12447,lugose01,lugos001,Lugo,Seth,1989
430680,2163,lehrju01,lehrj001,Lehr,Justin,1977
492535,,snitkbr99,snitb801,Snitker,Brian,1955
543258,7303,guilmpr01,guilp001,Guilmet,Preston,1987
114546,1004460,gallibe01,gallb103,Gallia,Bert,1891
116628,1006502,johnssi01,johns103,Johnson,Si,1906
543607,10174,olmosed01,olmoe001,Olmos,Edgar,1990
112655,1002595,coopega01,coopg101,Cooper,Gary,1956
117486,1007329,lannire01,lannr101,Lanning,Red,1895
118723,1008544,mcgrato01,mcgrt003,McGraw,Tom,1967
116923,1006767,kelleal01,kella101,Kellett,Al,1901
111935,1001887,campbmi01,campm001,Campbell,Mike,1964
114138,1004057,finneha01,finnh102,Finneran,Joseph,1890
816940,,thornja01,thorj103,Thornton,Jack,1909
425507,2105,cabrefe01,cabrf002,Cabrera,Fernando,1981
121611,1011364,sadowed01,sadoe101,Sadowski,Ed,1931
111772,1001730,burrohe01,burrh101,Burroughs,Henry,1845
119670,1009469,nayloea01,nayle101,Naylor,Earl,1919
120482,1010254,pettipa01,pettp101,Pettit,Paul,1931
113342,1003280,dicksjo01,dickj102,Dickshot,Johnny,1910
407896,410,trabebi01,trabb001,Traber,Billy,1979
121116,1010862,reynobi01,reynb101,Reynolds,Bill,1884
449173,7541,harrelu01,harrl002,Harrell,Lucas,1985
829272,35324,ogasash01,ogass001,Ogasawara,Shinnosuke,1997
122019,1011763,sewared01,sewae101,Seward,Ed,1867
622194,13866,maxwebr01,maxwb001,Maxwell,Bruce,1990
118937,1008753,meltest01,melts101,Melter,Steve,1886
113662,1003594,durnige01,durng101,Durning,George,1898
118353,1219,martito02,martt003,Martin,Tom,1970
124160,1013873,whitefu01,whitf104,White,Fuzz,1916
123497,1013212,tucketh01,tuckt102,Tucker,Thurman,1917
446861,5106,moscogu01,moscg001,Moscoso,Guillermo,1983
118617,1008436,mcculla01,mccul001,McCullers,Lance,1964
112061,1002015,cartega01,cartg001,Carter,Gary,1954
501873,9587,mcclemi01,mcclm001,McClendon,Mike,1985
816893,,trentte01,trent101,Trent,Ted,1903
110765,1000759,beckzi01,beckz101,Beck,Zinn,1885
117566,390,lawtoma02,lawtm002,Lawton,Matt,1971
592102,12183,allenco01,allec002,Allen,Cody,1988
113221,1003158,delahjo01,delaj102,Delahanty,Joe,1875
124322,1014013,willike02,willk001,Williams,Ken,1964
121723,1011472,saviddo01,savid101,Savidge,Don,1908
116867,,kavan01,kavau101,Cavanagh,James,1850
117197,609,knoblch01,knobc001,Knoblauch,Chuck,1968
434663,2886,nunezle01,nunel001,Oviedo,Juan Carlos,1982
819094,,hefnear01,hefna101,Hefner,Art,1913
518764,8728,handdo01,handd001,Hand,Donovan,1986
113469,1003404,dopsojo01,dopsj001,Dopson,John,1963
119666,1009468,navasa01,navas101,Nava,Sandy,1850
122388,1012142,smithfr06,smitf104,Smith,Frank,1928
117160,1007006,klingbi01,klinb102,Kling,Bill,1867
676896,23557,rollech01,rollc001,Roller,Chris,1996
116794,1006652,jurewmi01,jurem101,Jurewicz,Mike,1945
112099,1002053,cassijo02,cassj102,Cassidy,Joe,1883
425565,7989,quirogu01,quirg001,Quiroz,Guillermo,1981
115134,1005045,griffle01,grifl101,Griffeth,Lee,1925
116469,1006337,jahnar01,jahna101,Jahn,Art,1895
122779,1012522,stewaji01,stewj102,Stewart,Jimmy,1939
572990,13427,lightpa01,lighp001,Light,Pat,1991
116336,1006206,hunteri01,huntr002,Hunter,Rich,1974
110051,1000050,adamsdo01,adamd101,Adams,Doug,1943
118845,1008658,mcnamdi01,mcnad101,McNamara,Dinny,1905
691783,29976,lawlajo01,lawlj001,Lawlar,Jordan,2002
608841,14366,menesjo01,menej001,Meneses,Joey,1992
620446,16411,urenari01,urenr001,Ureña,Richard,1996
112588,1002531,connojo03,connj104,Connor,Joe,1874
110098,1000094,aitonge01,aitog101,Aiton,George,1890
119744,1009541,newmach01,newmc101,Newman,Charlie,1868
600858,13595,arteahu01,arteh001,Arteaga,Humberto,1994
820107,,chapmle01,chapl102,Chapman,Leonardo,1922
120574,1010344,pignajo01,pignj101,Pignatano,Joe,1929
124716,1014378,younghe01,younh102,Youngman,Henry,1865
121923,1011671,scorehe01,scorh101,Score,Herb,1933
123900,1013592,waltoda01,waltd101,Walton,Danny,1947
124668,1014344,yeweled01,yewee101,Yewell,Ed,1862
112403,1002350,clibust02,clibs001,Cliburn,Stew,1956
110258,1000246,anderwi01,andew101,Anderson,Wingo,1886
676105,27608,criswje01,crisj001,Criswell,Jeff,1999
111178,1001149,bollimi01,bollm101,Bolling,Milt,1930
819799,,delgafe01,delgf101,Delgado,Felle,1909
122348,1012089,smithal03,smita104,Smith,Al,1907
150282,59,johnsjo08,johnj008,Johnson,Jonathan,1974
117469,1007312,lanfrwa01,lanfw101,Lanfranconi,Walt,1916
120465,1010224,peterca01,petec101,Peterson,Cap,1942
818367,,manleab99,,Manley,Abe,1885
110953,1000924,besti01,bestu101,Bestick,William,
117319,1007165,kriegbi01,krieb101,Krieg,Bill,1859
116070,1005947,hollaal01,holla001,Holland,Al,1952
113520,1003455,dowseto01,dowst101,Dowse,Tom,1866
641726,19345,jeffeda01,jeffd001,Jefferies,Daulton,1995
817469,,rodrijo08,rodrj102,Rodríguez,José Agustín,1899
117577,1007422,lazzeto01,lazzt101,Lazzeri,Tony,1903
118734,1008555,mcguijo01,mcguj102,McGuinness,John,1857
816426,,youngto01,yount101,Young,Tom,1902
112151,1002098,cecilre01,cecir101,Cecil,Rex,1916
621079,15106,wilesco01,wilec001,Wiles,Collin,1994
605170,14968,caratvi01,carav001,Caratini,Víctor,1993
114332,1004259,fosteru01,fostr103,Foster,Rube,1888
112512,1002468,collizi01,collz101,Collins,Zip,1892
116363,1006234,hustowa01,hustw101,Huston,Warren,1913
111030,1001002,bivinji01,bivij101,Bivin,Jim,1909
120534,1010304,piattdo01,piatd001,Piatt,Doug,1965
445095,4611,pridija01,pridj001,Pridie,Jason,1983
112855,1002792,cronibi01,cronb101,Cronin,Bill,1902
113890,1003817,erwinte01,erwit101,Erwin,Tex,1885
430904,8678,maholpa01,mahop002,Maholm,Paul,1982
117742,1007587,lewisri01,lewir001,Lewis,Richie,1966
448170,4793,ishiktr01,ishit001,Ishikawa,Travis,1983
110805,1000785,bejmaol01,bejmo101,Bejma,Ollie,1907
118654,1008470,mcdoude01,mcdod101,McDougal,Dewey,1871
818922,,humph03,,Humphreys,,
492577,,macphla99,,MacPhail,Larry,1890
118799,1008615,mclauju01,mclaj101,McLaughlin,Jud,1912
118382,1008196,martisi01,marts101,Martínez,Silvio,1955
407380,744,mohrdu01,mohrd001,Mohr,Dustan,1976
121748,1011496,scarbra01,scarr102,Scarborough,Ray,1917
817260,,silvape01,silvp101,Silva,Pedro,1900
113528,1003461,doyleja01,doylj103,Doyle,Jack,1869
115767,1005652,henlewe01,henlw101,Henley,Weldon,1880
686527,26438,canzodo01,canzd001,Canzone,Dominic,1997
492802,5398,grateju01,gratj001,Graterol,Juan,1989
114358,1004282,foxpa01,fox-p101,Fox,George,1868
445055,5227,jayjo02,jay-j001,Jay,Jon,1985
117953,1007785,lowdelo01,lowdl101,Lowdermilk,Lou,1887
118910,1008724,meekijo01,meekj101,Meekin,Jouett,1867
117846,1007684,loberha01,lobeh101,Lobert,Hans,1881
121372,1011120,roeniga01,roeng001,Roenicke,Gary,1954
118701,1008521,mcgilra01,mcgir101,McGilberry,Randy,1953
116511,1006377,jeffcha01,jeffh101,Jeffcoat,Hal,1924
445010,7755,perezfe01,peref001,Perez,Fernando,1983
115753,1005637,hendlbo01,hendb101,Hendley,Bob,1939
118695,1008508,mcgeeco01,mcgec101,McGeehan,Connie,1882
641561,16446,fargajo01,fargj001,Fargas,Johneshwy,1994
137006,741,mientdo01,miend001,Mientkiewicz,Doug,1974
112922,1002859,culleja01,cullj101,Cullen,Jack,1939
113346,1003282,dicksmu01,dickm101,Dickson,Murry,1916
819243,,gurleea01,gurle101,Gurley,Earl,1898
122901,1012645,studlse01,studs101,Studley,Sy,1841
117869,1007706,lohmape01,lohmp101,Lohman,Pete,1864
111512,1001474,brookje01,brooj001,Brooks,Jerry,1967
523265,11147,medicto01,medit001,Medica,Tommy,1988
119924,1009714,o'conja02,oconj001,O'Connor,Jack,1958
123383,1013106,tomandi01,tomad101,Tomanek,Dick,1931
681867,24975,criswco01,crisc002,Criswell,Cooper,1996
277410,348,reitsch01,reitc001,Reitsma,Chris,1977
114412,1004327,freesge01,freeg101,Freese,George,1926
118548,1008365,mccarar01,mccaa102,McCarthy,Arch,1881
119084,1008920,milleox01,millo101,Miller,Ox,1915
118935,1008750,mellobi01,mellb101,Mellor,Bill,1874
547179,14843,lorenmi01,lorem002,Lorenzen,Michael,1992
121450,1011201,rosebr01,roseb002,Rose,Brian,1976
113844,1003773,encaran01,encaa001,Encarnación,Angelo,1969
823550,,songsu01,,Song,Sung Mun,1996
664770,18123,lukesna01,luken001,Lukes,Nathan,1994
119042,1008853,mikloha01,miklh101,Miklos,Hank,1910
122895,1012641,stuarlu01,stual101,Stuart,Luke,1892
280057,1000346,atchlju01,atchj001,Atchley,Justin,1973
119410,1009216,morrijo03,morrj101,Morrison,Jon,1859
819490,,fowlker01,fowle101,Fowlkes,Ervin,1922
119590,1009392,murrala01,murrl101,Murray,Larry,1953
819541,,fillmjo01,fillj101,Fillmore,Joe,1914
122358,1012104,smithbr01,smitb001,Smith,Bryn,1955
112762,1002705,coxle01,cox-l102,Cox,Les,1904
818286,,matthfr01,mattf101,Matthews,Fran,1916
666783,18905,diazyu01,diazy003,Díaz,Yusniel,1996
118240,1008072,mannke01,mannk001,Mann,Kelly,1967
120448,1010217,pertibi01,pertb101,Pertica,Bill,1898
592181,11397,burawda01,burad001,Burawa,Danny,1988
118206,1008026,mallobo01,mallb102,Malloy,Bob,1918
136263,1995,byrdati01,byrdt001,Byrdak,Tim,1973
118408,1008229,mastewa01,mastw102,Masters,Walt,1907
575929,11609,contrwi01,contw001,Contreras,Willson,1992
818425,,lottra01,lottr101,Lott,Raymond,
111779,1001737,burtoji01,burtj101,Burton,Jim,1949
123737,1013440,virtuja01,virtj101,Virtue,Jake,1865
120114,1009896,o'toode01,otood101,O'Toole,Denny,1949
695243,31757,millema03,millm004,Miller,Mason,1998
471911,6632,carraca01,carrc003,Carrasco,Carlos,1987
115202,1005098,grovech01,grovc101,Grover,Charlie,1890
110927,1000899,berrera01,berrr101,Berres,Ray,1907
113923,1003848,ettenni01,etten101,Etten,Nick,1913
121554,1011304,runneto01,runnt001,Runnells,Tom,1955
110260,1000250,andreer01,andre103,Andres,Ernie,1918
117858,1007696,lockwsk01,locks101,Lockwood,Skip,1946
471107,4751,johnsel02,johne002,Johnson,Elliot,1984
819892,,danaglu01,danal101,Danage,Lunie,1895
818489,,lindscl01,lindc105,Lindsay,Clarence,1898
116730,1006596,joneste02,jonet004,Jones,Terry,1971
123037,1012777,sweenha01,sweeh101,Sweeney,Harry,1915
118778,1008593,mckenli01,mckel102,McKenry,Frank,1888
664942,18186,naileja01,nailj001,Naile,James,1993
816564,,willijo05,willj115,Williams,Joe,
118740,1008557,mcguito01,mcgut101,McGuire,Tom,1892
110402,1000384,ayalabo01,ayalb002,Ayala,Bobby,1969
120005,1009794,olsonka01,olsok101,Olson,Karl,1930
113257,1003195,demilha01,demih101,DeMiller,Harry,1867
119623,1009426,myersly01,myerl101,Myers,Lynn,1914
680767,24614,vodnivi01,vodnv001,Vodnik,Victor,1999
506560,9063,amarial01,amara001,Amarista,Alexi,1989
112770,1002710,coyneto01,coynt101,Coyne,Toots,1894
120484,1010248,pettibo01,pettb101,Pettit,Bob,1861
120404,1010188,perezto01,peret001,Pérez,Tony,1942
112624,1002572,cookji01,cookj101,Cook,Jim,1879
136300,903,wilsova01,wilsv001,Wilson,Vance,1973
686759,25482,hopkitj01,hopkt001,Hopkins,TJ,1997
111265,1001227,bottira01,bottr101,Botting,Ralph,1955
115525,1005399,harribi04,harrb108,Harris,Billy,1943
120282,1010062,patteha01,patth104,Pattee,Harry,1882
693409,30163,prietce01,priec002,Prieto,César,1999
114687,1004602,geisbi01,geisb101,Geiss,Bill,1858
113740,1003672,edgebu01,edgeb102,Edge,Butch,1956
124266,1013951,wilkecu01,wilkc001,Wilkerson,Curt,1961
123808,1013505,waldrir01,waldi101,Waldron,Irv,1872
117180,1007028,knausfr01,knauf101,Knauss,Frank,1868
115772,1005658,henniph01,hennp102,Hennigan,Phil,1946
117824,1007661,littldi01,littd102,Littlefield,Dick,1926
820485,,blakefr01,blakf101,Blake,Frank,1910
695020,,murrata01,,Murray,Tanner,1999
425665,1720,whitema03,whitm003,White,Matt,1977
115919,1005798,highhu01,highh101,High,Hugh,1887
118191,1008016,maldoca02,maldc002,Maldonado,Carlos,1966
120922,623,randajo01,randj002,Randa,Joe,1969
122770,1012506,stevebo01,stevb101,Stevens,Bobby,1907
406878,166,roberbr01,robeb003,Roberts,Brian,1977
665152,19350,kremede01,kremd001,Kremer,Dean,1996
119942,1009735,odwelfr01,odwef101,Odwell,Fred,1872
116317,1006190,hunglbe01,hungb101,Hungling,Bernie,1896
591693,16086,ramosed02,ramoe002,Ramos,Edubray,1992
122262,1012002,simspe01,simsp101,Sims,Pete,1891
112176,1002120,chambcl01,chamc102,Chambers,Cliff,1922
124334,1014035,williri03,willr101,Williams,Rick,1952
819304,,grave02,gravu101,Graves,,
113226,1003163,delanbi01,delab101,Delaney,Bill,1863
820566,,battlra01,battr102,Battle,Ray,1918
112097,1002050,cassied01,casse101,Cassian,Ed,1867
455687,5715,milleja04,millj004,Miller,Jai,1985
118472,1008301,mayja01,may-j102,May,Jakie,1895
112268,1002208,chrisbo01,chrib101,Christian,Bob,1945
451089,7423,petersh01,petes002,Peterson,Shane,1988
113933,1003859,evansba01,evanb101,Evans,Barry,1955
820625,,baile03,bailu101,Bailey,,
114082,1004005,ferrado01,ferrd102,Ferrarese,Don,1929
113303,1003239,deutsme01,deutm101,Deutsch,Mel,1915
468402,4180,zinkch01,zinkc001,Zink,Charlie,1979
816591,,willicl02,willc108,Williams,Clyde,1920
116801,1006659,juulhe02,juulh101,Juul,Harry,1893
110903,1000868,bergebo01,bergb101,Berger,Boze,1910
114272,1004181,flynncl01,flync101,Flynn,Clipper,1849
115248,1005143,gumpera01,gumpr101,Gumpert,Randy,1918
676632,20054,madribl01,madrb002,Madris,Bligh,1996
122651,1012390,stallge01,stalg101,Stallings,George,1867
136765,1012575,stoopji01,stooj001,Stoops,Jim,1972
276056,367,baezda01,baezd001,Báez,Danys,1977
114066,1003984,fergual01,ferga101,Ferguson,Alex,1897
115455,1005344,hardiji01,hardj101,Hardin,Jim,1943
677942,23789,alexabl01,alexb001,Alexander,Blaze,1999
122490,1012232,snipero01,snipr101,Snipes,Roxy,1896
110618,1000602,barreto01,barrt002,Barrett,Tommy,1960
434641,3265,gutieju01,gutij002,Gutiérrez,J. C.,1983
543543,12775,millebr02,millb002,Miller,Brad,1989
119917,1009715,o'conji01,oconj102,O'Connell,Jimmy,1901
116254,1006127,hucklea01,hucke101,Huckleberry,Earl,1910
425859,4519,adamsru01,adamr002,Adams,Russ,1980
123857,1013546,wallado02,walld102,Wallace,Don,1940
621237,17780,alvarjo03,alvaj004,Alvarado,José,1995
120849,1010613,quinnwi01,quinw101,Quinn,Wimpy,1918
543883,7555,vinceni01,vincn001,Vincent,Nick,1986
672701,20540,deverjo01,devej001,Devers,José,1999
488912,5277,gosewtu01,goset001,Gosewisch,Tuffy,1983
