mlbam,fangraphs,bbref,retro,last,first,birthYear
120002,1009791,olsongr01,olsog001,Olson,Gregg,1966
112052,1002006,carroto01,carrt102,Carroll,Tom,1936
111231,1001198,bordejo01,bordj101,Borden,Joe,1854
122594,1012339,spiesha01,spieh101,Spies,Harry,1866
818277,,maysda01,maysd101,Mays,Dave,1910
673490,27506,kimha01,kim-h002,Kim,Ha-Seong,1995
120563,1010324,piercan01,piera102,Piercy,Andy,1854
113207,1003146,deinipe01,deinp101,Deininger,Otto,1877
669804,22323,dejesan01,dejea001,De Jesús,Ángel,1997
406678,1024,crespce01,cresc001,Crespo,César,1979
492651,,himslve99,himsv801,Himsl,Vedie,1917
120168,1009949,paganda01,pagad101,Pagan,Dave,1949
456068,7024,gonzami03,gonzm003,González,Miguel,1984
518445,10297,bellch02,bellc003,Bell,Chad,1989
462911,3727,garcijo01,garcj003,García,José,1985
203718,1007351,larkist02,larks001,Larkin,Stephen,1973
120425,1010195,perkoha01,perkh101,Perkowski,Harry,1922
124434,1014096,wilsomo01,wilsm001,Wilson,Mookie,1956
622864,15885,romerfe01,romef001,Romero,Fernando,1994
150424,1615,mckayco01,mckac001,McKay,Cody,1974
115570,1005457,hartmj_01,hartj101,Hartman,J C,1934
111397,1001358,brantje01,branj001,Brantley,Jeff,1963
816769,,walkeho01,walkh103,Walker,Hoss,1907
115012,1004917,gradymi01,gradm101,Grady,Mike,1869
429723,7019,valdeme01,valdm003,Valdez,Merkin,1981
820278,,burgira01,burgr101,Burgin,Ralph,1907
135360,1002717,cradlri01,cradr001,Cradle,Rickey,1973
425628,1899,aquingr01,aquig001,Aquino,Greg,1978
111601,1001518,brownga01,browg101,Brown,Gates,1939
116047,1005925,hoganwi01,hogaw101,Hogan,Willie,1884
593619,12178,tapiado01,tapid001,Tapia,Domingo,1991
121221,1010976,riosju01,riosj101,Ríos,Juan,1942
446099,9059,axforjo01,axfoj001,Axford,John,1983
123176,1802,telemam01,telea001,Telemaco,Amaury,1974
820787,,taylost01,taylj104,Taylor,Steel Arm Johnny,1879
120533,1010303,phylebi01,phylb101,Phyle,Bill,1875
122988,1012728,surhori01,surhr001,Surhoff,Rich,1962
445193,1149,coellro01,coelr001,Coello,Robert,1984
430566,1889,bentzch01,bentc001,Bentz,Chad,1980
120424,1010196,perkojo01,perkj101,Perkovich,John,1924
112887,1002826,crowlbi01,crowb101,Crowley,Bill,1857
119728,1009524,neunjo01,neunj101,Neun,Johnny,1900
573131,9929,rufda01,ruf-d001,Ruf,Darin,1986
111777,1001735,burtfr01,burtf101,Burt,Frank,
425861,1855,campsh01,camps002,Camp,Shawn,1975
150203,601,georgch02,georc002,George,Chris,1979
113633,1003568,dunleja01,dunlj101,Dunleavy,Jack,1879
122441,1012189,smithpa03,smitp104,Smith,Paul,1931
123700,1013404,verasqu01,veraq001,Veras,Quilvio,1971
122877,1012620,strikjo01,strij103,Strike,John,1865
817786,,perezjo01,perej101,Pérez,José,1898
116609,1006484,johnslo01,johnl104,Johnson,Lou,1934
120721,1010493,powelma01,powem101,Powell,Martin,1856
150226,1009257,motada01,motad001,Mota,Danny,1975
124655,1014331,yeagejo01,yeagj101,Yeager,Joe,1875
124617,1014281,wrighha01,wrigh101,Wright,Harry,1835
817208,,smithcl02,smitc110,Smith,Clarence,1896
628326,15809,arrueba01,arrue001,Arruebarrena,Erisbel,1990
119027,1008839,michajo02,michj102,Michaels,John,1907
110629,1000608,barrofr01,barrf102,Barrows,Frank,1844
121122,1010880,rhinebi01,rhinb101,Rhines,Billy,1869
123251,1012979,thomago01,thomg001,Thomas,Gorman,1950
123648,1013359,vannjo01,vannj102,Vann,John,1890
150303,1008248,matospa01,matop001,Matos,Pascual,1974
110313,1000299,ariasge01,ariag001,Arias,George,1972
110874,1000846,bennepu01,bennp101,Bennett,Pug,1874
120720,1010483,powelda01,powed002,Powell,Dante,1973
113693,1003630,earlho01,earlh101,Earl,Howard,1867
119464,1009269,moutoly01,moutl001,Mouton,Lyle,1969
122164,1011905,shipkbi01,shipb101,Shipke,Bill,1880
112875,1002817,croucza01,crouz001,Crouch,Zach,1965
435618,6428,accarje01,accaj001,Accardo,Jeremy,1981
116303,1006177,hulswru01,hulsr101,Hulswitt,Rudy,1877
114949,1004854,goodfmi01,goodm101,Goodfellow,Mike,1866
542866,7411,adamsau01,adama001,Adams,Austin,1986
118614,1008429,mccreed01,mccre101,McCreery,Ed,1889
678215,23811,ariaslu01,arial001,Arias,Luarbert,2000
120999,750,reedri01,reedr002,Reed,Rick,1964
124514,1014191,wolfepo01,wolfp101,Wolfe,Polly,1888
118314,1008135,marshcu01,marsc101,Marshall,Cuddles,1925
113180,1003120,debusad01,debua101,DeBus,Adam,1892
118678,1008495,mcfaror01,mcfao101,McFarlane,Orlando,1935
113773,1003705,eggleda01,eggld101,Eggler,Dave,1849
122015,1011759,sevcijo01,sevcj101,Sevcik,John,1942
451687,4342,hoffpmi01,hoffm001,Hoffpauir,Micah,1980
118247,1008070,manniti01,mannt101,Manning,Tim,1853
112080,1002033,casege01,caseg101,Case,George,1915
819149,,harriro02,harrr105,Harris,Roger,
115463,1005350,hardyha01,hardh101,Hardy,Harry,1875
117394,1007239,lacorfr01,lacof001,LaCorte,Frank,1951
110109,1000103,albercy01,albec101,Alberts,Cy,1882
819404,,geraral01,geraa101,Gerard,Alphonso,1917
111993,1001948,careyto01,caret101,Carey,Tom,1846
119757,1009571,nichosi01,nichs101,Nicholls,Simon,1882
121417,1011168,romanro01,romar001,Romanick,Ron,1960
115697,1005582,heganji01,hegaj101,Hegan,Jim,1920
452220,4251,drewst01,drews001,Drew,Stephen,1983
121366,1011114,rodrist01,rodrs001,Rodriguez,Steve,1970
121991,1011736,sellsda01,selld101,Sells,Dave,1946
122335,1012075,smallji01,smalj101,Small,Jim,1937
119086,1008907,millejo03,millj103,Miller,John,1941
150011,33,schoesc01,schos001,Schoeneweis,Scott,1973
118832,1008647,mcmulge01,mcmug101,McMullin,James,1866
110163,1000157,allenro01,aller101,Allen,Ron,1943
112521,1002445,collibi01,collb102,Collins,Bill,1863
113368,1003302,dillibo01,dillb102,Dillinger,Bob,1918
665923,21780,ruizes01,ruize001,Ruiz,Esteury,1999
120723,1010495,powelra01,power101,Powell,Ray,1888
113639,1003577,dunnst01,dunns102,Dunn,Steve,1858
448252,7513,waldrky01,waldk001,Waldrop,Kyle,1985
115239,1005134,gulledo01,gulld101,Gullett,Don,1951
117822,1007663,littlja01,littj103,Little,Jack,1891
114077,1003994,fernach01,fernc102,Fernández,Chico,1932
818455,,longebe01,longb101,Longest,Bernell,1918
408241,1051,peavyja01,peavj001,Peavy,Jake,1981
118416,1008236,matheed01,mathe101,Mathews,Eddie,1931
117421,1007265,lallyda01,lalld101,Lally,Dan,1867
118184,1008009,maksumi01,maksm001,Maksudian,Mike,1966
115848,1005726,herriar01,herra101,Herring,Art,1906
116788,1006646,judsoho01,judsh101,Judson,Howie,1925
425900,3179,navardi01,navad001,Navarro,Dioner,1984
408046,2115,brownan01,browa002,Brown,Andrew,1981
119152,1008961,millswi01,millw101,Mills,Willie,1877
118572,1008390,mcclape01,mcclp101,McClanahan,Pete,1906
111759,1001716,burnsoy01,burno101,Burns,Thomas,1864
113623,1003559,dundogu01,dundg101,Dundon,Gus,1874
150420,915,harvich01,harvc001,Harville,Chad,1976
124763,1014436,zieglge01,ziegg101,Ziegler,George,1866
818018,,murph09,,Murphy,,
123654,1013365,vanzaik01,vanzi101,Van Zandt,Ike,1876
697812,30016,rockjo01,rockj002,Rock,Joe,2000
115648,1005533,haynehe01,haynh001,Haynes,Heath,1968
453192,6785,millean01,milla002,Miller,Andrew,1985
677588,23691,tenajo01,tenaj001,Tena,José,2001
113711,1003639,easteja01,eastj001,Easterly,Jamie,1953
543105,12649,dickeal01,dicka001,Dickerson,Alex,1990
113658,1003592,durhale01,durhl001,Durham,Leon,1957
516769,8476,mejiaje01,mejij001,Mejía,Jenrry,1989
121695,1011443,santijo02,santj101,Santiago,José,1940
407903,1324,thurmco01,thurc001,Thurman,Corey,1978
457448,5551,harrima01,harrm001,Harrison,Matt,1985
124563,1014239,woodsjo01,woodj102,Woods,John,1898
112198,1002146,chapmgl01,chapg101,Chapman,Glenn,1906
121808,1011558,schialo01,schil101,Schiappacasse,Lou,1881
122933,1012675,sukefcl01,sukec101,Sukeforth,Clyde,1901
116167,1006041,hoskida01,hoskd101,Hoskins,Dave,1917
660821,19913,sanchje02,sancj003,Sánchez,Jesús,1997
113594,1003527,duffijo01,duffj101,Duffie,John,1945
455005,4754,kominsh01,komis002,Komine,Shane,1980
666179,20493,beerse01,beers001,Beer,Seth,1996
121926,1011695,scottto01,scott001,Scott,Tony,1951
124790,1014466,zuverge01,zuveg101,Zuverink,George,1924
816670,,west04,,West,,
116760,1006620,jordato01,jordt102,Jordan,Tom,1919
594828,11003,gattiev01,gatte001,Gattis,Evan,1986
119996,1009786,olmstfr01,olmsf101,Olmstead,Fred,1881
114796,1004720,gillha01,gillh101,Gill,Haddie,1899
113681,1003613,dyerdu01,dyerd101,Dyer,Duffy,1945
114961,1114,goodwto01,goodt001,Goodwin,Tom,1968
120980,1010750,redfebu01,redfb101,Redfern,Buck,1902
123061,1012795,swishst01,swiss101,Swisher,Steve,1951
116606,1006481,johnsla02,johnl101,Johnson,Lamar,1950
112673,1002617,corcojo01,corcj102,Corcoran,John,1873
592155,16061,booseca01,boosc001,Booser,Cam,1992
599899,11651,tateyyo01,tatey001,Tateyama,Yoshinori,1975
124738,1014413,zalusja01,zaluj101,Zalusky,Jack,1879
115107,1005001,greenjo01,greej101,Greenig,John,1848
456776,7038,torreal01,torra002,Torres,Alex,1987
400051,1597,davisjj01,davij004,Davis,J. J.,1978
121582,1011331,rutnemi01,rutnm101,Rutner,Mickey,1919
111429,1001391,brennji02,brenj101,Brenneman,Jim,1941
425821,1803,lindeto01,lindt001,Linden,Todd,1980
115991,1005870,hobbsjo01,hobbj101,Hobbs,John,1955
121260,1011013,roachme01,roacm101,Roach,Mel,1933
282878,736,kieltbo01,kielb001,Kielty,Bobby,1976
112081,1002036,caseyda01,cased103,Casey,Dan,1862
214294,1005010,greenri02,greer002,Greene,Rick,1971
819368,,glass02,glasu101,Glass,,
623167,13896,flexech01,flexc001,Flexen,Chris,1994
112501,1002467,colliwi01,collw101,Collins,Wilson,1889
116584,1006512,johnswa02,johnw101,Johnson,Ellis,1892
116807,1006666,kahlni01,kahln101,Kahl,Nick,1879
116998,1006852,kented01,kente101,Kent,Ed,1859
686993,27694,sternju01,sterj001,Sterner,Justin,1996
123392,1013114,tompkro01,tompr101,Tompkins,Ron,1944
820062,,clarkbo05,clarb107,Clarke,Bob,1903
123109,1012842,tatumji01,tatuj001,Tatum,Jim,1967
573244,8421,wilkad01,wilka001,Wilk,Adam,1987
445196,7365,tolbema01,tolbm001,Tolbert,Matt,1982
116861,1006716,kauffdi01,kaufd101,Kauffman,Dick,1888
407577,506,abadan01,abada001,Abad,Andy,1972
112334,1002298,clarkmi01,clarm101,Clark,Mike,1922
435058,4560,baylijo01,baylj001,Bayliss,Jonah,1980
150078,1009303,mulligr01,mullg001,Mullins,Greg,1971
118705,1008519,mcgilbi02,mcgib101,McGilvray,Bill,1883
124303,1013994,williea01,wille102,Williams,Earl,1903
150348,395,mcdonjo03,mcdoj003,McDonald,John,1974
116492,1006359,jansera01,jansr101,Jansen,Ray,1889
123091,1012825,tappawa01,tappw101,Tappan,Van,1889
429717,1757,harenda01,hared001,Haren,Dan,1980
123839,1325,walkepe01,walkp001,Walker,Pete,1969
502009,3815,latosma01,latom001,Latos,Mat,1987
150058,1000545,barkegl01,barkg001,Barker,Glen,1971
123394,1013116,toneyfr01,tonef101,Toney,Fred,1888
119442,8218,mosquju01,mosqj001,Mosquera,Julio,1972
121606,1011357,saboch01,saboc001,Sabo,Chris,1962
431148,4897,kazmisc01,kazms001,Kazmir,Scott,1984
448753,1973,bergju01,bergj002,Berg,Justin,1984
122104,1011847,sheehto01,sheet101,Sheehan,Tommy,1877
817453,,rollica01,rollc101,Rolling,Carl,1893
119219,1009024,moellro01,moelr101,Moeller,Ron,1938
120761,1010530,pricejo02,pricj001,Price,Joe,1956
120301,1010072,pattige01,pattg103,Patterson,George,
118815,1008628,mcmahdo01,mcmad101,McMahon,Doc,1886
115508,1005418,harrije01,harrj104,Harrington,Jerry,1868
121398,1011146,rohnda01,rohnd001,Rohn,Dan,1956
115513,1005395,harribe02,harrb111,Harris,Ben,1889
150115,1013759,welchmi03,welcm001,Welch,Mike,1972
113744,1153,edmonji01,edmoj001,Edmonds,Jim,1970
150265,1002519,connest01,conns001,Connelly,Steve,1974
542992,12779,burnsan01,burna003,Burns,Andy,1990
819355,,goliafr01,golif101,Goliah,Fred,1888
116756,1006615,jordari02,jordr001,Jordan,Ricky,1965
433581,4911,thompbr01,thomb002,Thompson,Brad,1982
122307,1012048,slaglji01,slagj102,Slagle,Jimmy,1873
124408,1014091,wilsojo01,wilsj101,Wilson,John,1890
817660,,proctge01,procg101,Proctor,George,1917
542513,10067,telisto01,telit001,Telis,Tomás,1991
121822,1011571,schluno01,schln101,Schlueter,Norm,1916
112653,1002594,coopedo01,coopd001,Cooper,Don,1956
279577,88,furcara02,furcr001,Furcal,Rafael,1977
820280,,burchwa01,burcw101,Burch,Walter,1908
608334,18311,fulmeca01,fulmc001,Fulmer,Carson,1993
572125,13397,selmasa01,selms001,Selman,Sam,1990
117874,1007711,loiseri01,loisr001,Loiselle,Rich,1972
119406,1009209,morriha02,morrh001,Morris,Hal,1965
460128,3462,whelake01,whelk001,Whelan,Kevin,1984
400104,901,walkety01,walkt003,Walker,Tyler,1976
111766,1001724,burrebu01,burrb101,Burrell,Frank,1866
124301,1013992,willido01,willd108,Williams,Don,1931
110976,1000948,bickhda01,bickd101,Bickham,Dan,1864
400085,1101,suzukic01,suzui001,Suzuki,Ichiro,1973
489232,4063,reckean01,recka001,Recker,Anthony,1983
492682,,rappve99,rappv801,Rapp,Vern,1928
124020,1013709,webbele01,webbl102,Webber,Les,1915
111921,1001893,campbvi01,campv101,Campbell,Vin,1888
434669,3126,mendolu01,mendl001,Mendoza,Luis,1983
819204,,hamptle01,hampl101,Hampton,Lucius,1897
116428,1006298,jacksgr01,jackg101,Jackson,Grant,1942
118570,1008388,mccheha01,mcchh101,McChesney,Harry,1880
120292,1010066,pattejo01,pattj001,Patterson,John,1967
674285,23135,salazed01,salae001,Salazar,Eduardo,1998
124002,1013697,weavefl01,weavf101,Weaver,Floyd,1941
492662,,mcgahme99,mcgam801,McGaha,Mel,1926
407915,1685,neumi01,neu-m001,Neu,Michael,1978
492622,,bristda99,brisd801,Bristol,Dave,1933
123953,1013645,warwibi01,warwb101,Warwick,Bill,1897
119988,1009779,olivena01,olivn101,Oliver,Nate,1940
110990,1000961,bignege01,bigng101,Bignell,George,1858
687478,25688,devanca01,devac002,Devanney,Cam,1997
117558,1007397,lawrebo01,lawrb102,Lawrence,Bob,1899
124401,1014084,wilsohe01,wilsh103,Wilson,Harry,1876
114990,1004895,gossedi01,gossd101,Gossett,Dick,1890
111642,1001604,bryande01,bryad102,Bryant,Derek,1951
120018,1009815,o'neijo02,oneij101,O'Neil,John,1920
124409,1014066,wilsoch01,wilsc102,Wilson,Owen,1883
400008,2131,majewga01,majeg001,Majewski,Gary,1980
111091,1001063,blauvhe01,blauh101,Blauvelt,Harvey,1867
110224,1000236,anderla02,andel001,Andersen,Larry,1953
124235,1013921,widmaal01,widma101,Widmar,Al,1925
572669,10767,adamsla01,adaml001,Adams,Lane,1989
452668,4946,dukesel01,dukee001,Dukes,Elijah,1984
118903,1008718,medvisc01,medvs001,Medvin,Scott,1961
425903,1935,youklke01,youkk001,Youkilis,Kevin,1979
816424,,youngwp99,younw102,Young,W. P.,1896
116086,1005962,hollmst01,holls101,Hollmig,Stan,1926
122495,1012237,snoveco01,snovc101,Snover,Colonel,1895
113899,1003825,eshelva01,eshev001,Eshelman,Vaughn,1969
400086,1083,kayeju01,kayej001,Kaye,Justin,1976
118501,1008320,mcafebi01,mcafb101,McAfee,Bill,1907
113010,1002946,daleyto01,dalet101,Daley,Tom,1884
820330,,brownje03,browj112,Brown,Jesse,1914
120489,1010259,pezolla01,pezol101,Pezold,Larry,1893
124493,1014171,witteje01,wittj102,Witte,Jerry,1915
571467,9787,baronst01,baros002,Baron,Steven,1990
400131,276,duncaco01,duncc001,Duncan,Courtney,1974
120969,1010740,reamsle01,reaml101,Reams,Leroy,1943
425491,2113,doumiry01,doumr001,Doumit,Ryan,1981
110582,1000565,barneho01,barnh101,Barnes,Honey,1900
122781,1012523,stewajo01,stewj101,Stewart,Ace,1879
123546,1013262,ueckebo01,ueckb101,Uecker,Bob,1934
820739,,alfonan02,alfoa101,Alfonso,Ángel,1901
119790,1009588,niemabu01,niemb102,Nieman,Butch,1918
115243,1005137,gulligl01,gullg101,Gulliver,Glenn,1954
492447,,leylaji99,leylj801,Leyland,Jim,1944
123191,1012919,terlebo01,terlb101,Terlecki,Bob,1945
120094,1009876,ostdiha01,ostdh101,Ostdiek,Harry,1881
123416,1013134,torremi01,torrm001,Torrez,Mike,1946
120449,1010218,perzast01,perzs101,Perzanowski,Stan,1950
518653,7290,elmorja01,elmoj001,Elmore,Jake,1987
112441,1002388,codirch01,codic001,Codiroli,Chris,1958
115197,1005095,grother02,grote101,Groth,Ernest,1922
670059,22361,holdeco01,holdc001,Holderman,Colin,1995
220594,324,fernaja01,fernj002,Fernández,Jared,1972
122187,1011926,shorebi01,shorb102,Shores,Bill,1904
114224,1004142,fleetfr01,fleef101,Fleet,Frank,1848
116240,1006114,hoytla01,hoytl001,Hoyt,LaMarr,1955
111110,1001082,blomdbe01,blomb001,Blomdahl,Ben,1970
640455,15873,manaese01,manas001,Manaea,Sean,1992
820732,,allenho02,alleh106,Allen,Hosea,1918
543266,7422,hagenbr01,hageb001,Hagens,Bradin,1989
115763,1005647,henglmo01,hengm101,Hengel,Moxie,1857
122553,1012296,sowdejo01,sowdj101,Sowders,John,1866
123363,1013085,titusjo01,tituj101,Titus,John,1876
116551,1006421,johnsau01,johna101,Johns,Augie,1899
116033,1005912,hoffmra01,hoffr101,Hoffman,Ray,1917
663893,21574,littlbr02,littb002,Little,Brendon,1996
122846,1012587,stovira01,stovr101,Stoviak,Ray,1915
818378,,malarda01,malad101,Malarcher,Dave,1894
669743,19296,callal02,calla002,Call,Alex,1994
120599,1010369,piscima01,piscm001,Pisciotta,Marc,1970
114678,1004594,geejo01,gee-j101,Gee,Johnny,1915
820035,,colasca01,colac101,Colás,Carlos,1917
817126,,spencwi01,spenw101,Spencer,Willie,1914
114675,1004591,gedeojo01,gedej101,Gedeon,Joe,1893
818015,,murra03,,Murray,,
123969,1013661,waslega01,waslg101,Waslewski,Gary,1941
114761,1004677,gideobr01,gideb001,Gideon,Brett,1963
542266,10386,contrca01,contc001,Contreras,Carlos,1991
449170,4086,cordier01,corde001,Cordier,Erik,1986
816753,,walls02,wallu101,Walls,,
122234,1011974,silvelu01,silvl101,Silverio,Luis,1956
817163,,smithta01,smitt106,Smith,Taylor,
120019,1009808,o'neifr01,oneif101,O'Neill,Fred,1865
665019,20572,clemeko01,clemk001,Clemens,Kody,1996
113998,1003921,fannicl01,fannc101,Fannin,Cliff,1924
645801,15585,fordmi01,fordm002,Ford,Mike,1992
122778,1012521,stewagl01,stewg101,Stewart,Glen,1912
119669,1009467,navarti01,navat001,Navarro,Tito,1970
118168,1007995,mahonmi01,mahom101,Mahoney,Mike,1873
114261,1004178,floydbu01,floyb102,Floyd,Bubba,1917
642336,16403,mejiafr01,mejif001,Mejía,Francisco,1995
116938,1006796,kellybr01,kellb001,Kelly,Bryan,1959
282598,1586,allenlu01,allel001,Allen,Luke,1978
111886,1001847,callani01,calln101,Callahan,Jimmy,1874
120590,1010360,pinsova01,pinsv101,Pinson,Vada,1938
664926,18206,dinini01,dinin001,Dini,Nick,1993
819398,,gibbowa01,gibbw101,Gibbons,Walter,1928
114288,1004204,fondyde01,fondd101,Fondy,Dee,1924
118076,1007908,machake01,machk101,Macha,Ken,1950
592279,15853,dygesje01,therj001,Therrien,Jesen,1993
122959,1012705,sullima01,sullm103,Sullivan,Marty,1862
121532,1011282,ruddejo01,ruddj101,Rudderham,John,1863
114092,1004012,ferrida01,ferrd101,Ferriss,Dave,1921
689414,29844,hicksli01,hickl001,Hicks,Liam,1999
519259,8739,schleda01,schld001,Schlereth,Daniel,1986
818917,,huntebe01,huntb106,Hunter,Bert,1910
117290,1007137,krameja01,kramj101,Kramer,Jack,1918
112347,1002300,clarkot01,claro101,Clark,Otey,1915
111015,1000987,bischjo01,biscj101,Bischoff,John,1894
115804,1005686,heredgi01,hereg001,Heredia,Gil,1965
592422,14914,hurshja01,hursj004,Hursh,Jason,1991
114599,1004514,gardero01,gardr001,Gardenhire,Ron,1957
819979,,corbech01,corbc102,Corbett,Charles,1890
606965,12763,devench02,devec001,Devenski,Chris,1990
116545,1006409,jimenel01,jimee101,Jiménez,Elvio,1940
819321,,goodrjo01,goodj104,Goodrich,Joe,1893
119290,1009099,moorech02,moorc001,Moore,Charlie,1953
459429,7550,mcgeeja01,mcgej001,McGee,Jake,1986
408314,1736,reyesjo01,reyej001,Reyes,José,1983
676742,23479,sandeca01,sandc002,Sanders,Cam,1996
818814,,jenkiho01,jenkh101,Jenkins,Horace,1891
407849,1605,hallbi03,hallb001,Hall,Bill,1979
462522,7718,grayje02,grayj002,Gray,Jeff,1981
119314,1009124,moorera01,moorr103,Moore,Randy,1906
571577,10706,copelsc01,copes001,Copeland,Scott,1987
120318,1010089,pawlojo01,pawlj001,Pawlowski,John,1963
122510,1012251,snydeji02,snydj103,Snyder,Jim,1932
150269,1113,fultzaa01,fulta001,Fultz,Aaron,1973
421124,1417,santira01,santr002,Santiago,Ramón,1979
123678,899,vaughmo01,vaugm001,Vaughn,Mo,1967
691373,28142,garcijh01,garcj008,Garcia,Jhostynxon,2002
123459,1013177,trenwge01,treng101,Trenwith,George,1851
641779,19813,leblach01,leblc001,Leblanc,Charles,1996
117062,1006913,kimbane01,kimbn101,Kimball,Newt,1915
400061,571,oswalro01,oswar001,Oswalt,Roy,1977
112500,1002447,collich01,collc101,Collins,Chub,1857
605412,11936,panikjo01,panij002,Panik,Joe,1990
818754,,johnsja03,,Johnson,Jack,
571812,7706,jenseky01,jensk001,Jensen,Kyle,1988
111531,985,brownad01,browa001,Brown,Adrian,1974
816630,,wileyjo01,wilej102,Wiley,Joe,1918
455139,3142,chiriro01,chirr001,Chirinos,Robinson,1984
502083,2895,mcallza01,mcalz001,McAllister,Zach,1987
117032,1006885,keyji01,key-j001,Key,Jimmy,1961
120286,1010059,patteda02,pattd102,Patterson,Daryl,1943
124636,1014312,wynnema01,wynnm001,Wynne,Marvell,1959
692230,30161,rodrica02,rodrc003,Rodriguez,Carlos,2001
120027,1009816,o'neimi01,oneim101,O'Neill,Mike,1877
114273,1004189,flythst01,flyts101,Flythe,Stu,1911
115971,1005850,hinslje01,hinsj101,Hinsley,Jerry,1945
119791,1009587,niemabo01,niemb101,Nieman,Bob,1927
113256,1003194,demetst01,demes101,Demeter,Steve,1935
120684,1010457,porteod01,porto101,Porter,Odie,1877
572039,13367,piscost01,piscs001,Piscotty,Stephen,1991
112002,1001958,carloci01,carlc102,Carlos,Cisco,1940
687363,31349,scottvi01,scotv001,Scott,Victor,2001
660623,20468,ynoahu01,ynoah001,Ynoa,Huascar,1998
118044,1007876,lyonsal01,lyona101,Lyons,Al,1918
124525,1014204,womacsi01,womas101,Womack,Sid,1896
114745,1004660,gibbsja01,gibbj101,Gibbs,Jake,1938
120520,1010284,phillbu02,philb102,Phillips,Bubba,1928
150052,1471,petribe01,petrb001,Petrick,Ben,1977
670970,20039,morejad01,morea001,Morejón,Adrián,1999
118458,1008278,maurero01,maurr001,Maurer,Rob,1967
676766,23493,snydeni01,snydn001,Snyder,Nicklaus,1995
121206,349,rijojo01,rijoj001,Rijo,José,1965
117713,1007559,leslisa01,lesls101,Leslie,Sam,1905
516589,3507,rienzan01,riena001,Rienzo,André,1988
117127,1006977,kisinru01,kisir101,Kisinger,Rube,1876
673929,29950,leasujo01,leasj001,Leasure,Jordan,1998
110295,1000281,appleed01,apple101,Appleton,Ed,1892
571863,13420,kochma01,kochm001,Koch,Matt,1990
113705,1003637,eastca01,eastc101,East,Carl,1893
113573,1003508,drissmi01,drism101,Drissel,Mike,1864
123001,1012738,suthedi01,suthd101,Sutherland,Dizzy,1922
297292,1006479,johnske04,johnk002,Johnson,Keith,1971
111286,1001250,bowensa02,bowes101,Bowen,Sam,1952
124141,1013836,wheelge02,wheeg103,Wheeler,George,1881
683232,25376,mearsni01,mearn001,Mears,Nick,1996
118696,1008509,mcgeeda01,mcged101,McGeehan,Dan,1885
407803,1022,bynummi01,bynum001,Bynum,Mike,1978
596720,11604,neverdo01,neved001,Neverauskas,Dovydas,1993
663531,18555,allenlo01,allel002,Allen,Logan,1997
110409,1000389,ayraubo01,ayrab001,Ayrault,Bob,1966
124726,1014401,zabalad01,zabaa101,Zabala,Adrián,1916
118172,1007997,mailhem01,maile101,Mailho,Emil,1908
119546,1009352,murphda02,murpd106,Murphy,Danny,1876
110536,1434,bankswi01,bankw001,Banks,Willie,1969
118465,1008285,maxvida01,maxvd101,Maxvill,Dal,1939
120031,1009820,o'neist01,oneis101,O'Neill,Steve,1891
115550,1005437,harstos01,harso101,Harstad,Oscar,1892
113621,1003556,duncata01,dunct101,Duncan,Taylor,1953
118391,1008211,mashoda01,mashd001,Mashore,Damon,1969
117590,1007436,learyja01,learj102,Leary,Jack,1857
820015,,combsja01,combj101,Combs,Jack,
117550,1007402,lawru01,law-r001,Law,Rudy,1956
502182,9542,clevest01,clevs001,Clevenger,Steve,1986
700249,30055,povicca01,povic001,Povich,Cade,2000
122891,1012635,strusst01,strus101,Struss,Clarence,1909
816631,,wileyfr01,wilef101,Wiley,Fred,1895
686678,,solesch01,,Solesky,Chase,1997
571963,9919,morriaj01,morra002,Morris,A. J.,1986
112253,1002200,chittne01,chitn101,Chittum,Nelson,1933
114289,1004205,fonsele01,fonsl101,Fonseca,Lew,1899
817997,,navarra01,navar101,Navarro,Raúl,1921
681895,24995,siskev01,siske001,Sisk,Evan,1997
492693,,simmole99,simml801,Simmons,Lew,1838
445995,3319,lopezar02,lopea004,López,Arturo,1983
117296,1007142,krausch01,krauc101,Krause,Charlie,1873
117371,1007217,kuseled01,kusee101,Kusel,Ed,1886
502102,3124,belowdu01,belod001,Below,Duane,1985
117145,1006994,kleinnu01,klein101,Kleinke,Norbert,1911
115712,1005597,heintto01,heint101,Heintzelman,Tom,1946
115457,1005343,hardich01,hardc102,Harding,Charlie,1891
118727,1008540,mcgrabo01,mcgrb101,McGraw,Bob,1895
114545,1004458,gallemi01,gallm001,Gallego,Mike,1960
115320,1005215,hajekda01,hajed001,Hajek,Dave,1967
111513,1001475,brookma01,broom101,Brooks,Mandy,1897
118680,1008497,mcgafan01,mcgaa001,McGaffigan,Andy,1956
150035,278,farnsky01,farnk001,Farnsworth,Kyle,1976
112074,1002028,carysc01,carys101,Cary,Scott,1923
118420,1008241,mathete01,matht001,Mathews,Terry,1964
113898,1298,escobke01,escok001,Escobar,Kelvim,1976
543805,11260,spencjo01,spenj001,Spence,Josh,1988
120927,1010694,randowi01,randw001,Randolph,Willie,1954
112220,1002167,chavaos01,chavo101,Chavarria,Ossie,1937
818377,,mahonul01,mahou101,Mahoney,Ule,1917
817125,,spencjo02,spenj102,Spencer,Johnny,1897
119828,1009622,nonnere01,nonnr101,Nonnenkamp,Red,1911
489138,7244,moorety01,moort002,Moore,Tyler,1987
